5389 325
6156 93
3274 93
6022 4652
6025 6251
344 5976
344 1233
344 5976
344 670
344 5976
344 3274
6026 338
43 1289
348 1289
122 42
122 42
26 91
149 36
149 36
4454 4732
6 3
1909 120
4030 5821
5820 5821
11811 7488
11811 129
49 5840
49 5840
49 5840
11437 627
6055 627
11486 1185
4732 4332
3373 4556
11437 4327
5815 21
19 21
6257 11437
59 224
498 182
344 5980
344 116
5744 6253
1209 6253
5744 5223
1209 5223
5744 4633
1209 4633
5223 6253
1209 6253
5744 5760
1209 5760
1209 5744
5744 4364
1209 4364
249 24
6424 24
1530 24
93 416
3539 11838
3539 155
81 104
44 35
1261 35
4058 8
4058 2
44 387
186 22
186 22
2247 5165
2247 12110
318 5165
318 12110
318 5165
318 11458
2247 5165
2247 11458
5165 2247
390 399
390 399
256 22
11143 580
11143 580
1104 565
1104 565
58 11
58 11
93 111
93 111
93 111
282 80
4 3
4 3
4 3
22 33
1352 16
3 4
3 6
5 4
5 6
1104 565
1104 565
11143 580
11143 580
3373 4751
337 295
337 295
58 11
109 6006
